what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528425525263
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528425527074
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528425531246
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528425787349
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528425787924
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528427825655
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528427827293
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528427829345
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528427830428
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528427978888
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528427979931
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528427981876
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528427981893
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528432730723
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528432732915
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528432734049
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528432735330
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528432747968
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1528432751318
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528432751650
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528432753067
started,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1528432755669
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1528432755676
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528432756050
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528433581978
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528433581989
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528433582028
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528433585642
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528433585642
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1528433618445
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528433619149
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1528434465855
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528434476622
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528434476688
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528434485372
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528434491102
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528434499627
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1528434499686
